6,3,44,2,6,"format@20-25@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","format","format( self , record )",20,25
5,1,15,0,5,"_next_order_id@64-68@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","_next_order_id","_next_order_id( )",64,68
10,1,64,3,10,"__init__@84-93@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","__init__","__init__( self , nombre_plato , tiempo_preparacion_estimado )",84,93
21,6,122,3,23,"cambiar_estado@95-117@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","cambiar_estado","cambiar_estado( self , nuevo_estado , actor_name )",95,117
4,1,35,4,4,"__init__@125-128@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","__init__","__init__( self , cola_pendientes , shutdown_event , name )",125,128
29,5,178,1,33,"run@130-162@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","run","run( self )",130,162
6,1,49,6,6,"__init__@170-175@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","__init__","__init__( self , cola_pendientes , cola_listos , semaforo_cocina , shutdown_event , name )",170,175
39,7,221,1,46,"run@177-222@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","run","run( self )",177,222
6,1,49,6,6,"__init__@230-235@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","__init__","__init__( self , cola_listos , stats_lock , stats , shutdown_event , name )",230,235
37,6,216,1,44,"run@237-280@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","run","run( self )",237,280
6,1,47,5,6,"__init__@288-293@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","__init__","__init__( self , cola_pendientes , cola_listos , workers , shutdown_event )",288,293
25,4,143,1,30,"run@295-324@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","run","run( self )",295,324
15,1,97,1,18,"__init__@332-349@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","__init__","__init__( self )",332,349
33,5,238,1,39,"iniciar@351-389@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","iniciar","iniciar( self )",351,389
34,4,176,1,41,"esperar_y_apagar@391-431@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Deepseek v4 Flash\delivery_system.py","esperar_y_apagar","esperar_y_apagar( self )",391,431
