13,1,101,3,15,"__init__@73-87@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","__init__","__init__( self , nombre_plato : str , tiempo_preparacion : float )",73,87
15,3,88,2,16,"transicionar@89-104@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","transicionar","transicionar( self , nuevo_estado : EstadoPedido )",89,104
4,3,29,1,5,"duracion_preparacion@106-110@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","duracion_preparacion","duracion_preparacion( self )",106,110
4,3,29,1,5,"duracion_entrega@112-116@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","duracion_entrega","duracion_entrega( self )",112,116
4,2,25,1,5,"duracion_total@118-122@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","duracion_total","duracion_total( self )",118,122
2,1,10,1,2,"__str__@124-125@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","__str__","__str__( self )",124,125
14,1,77,6,14,"__init__@137-150@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","__init__","__init__( self , cliente_id : int , cola_pendientes : queue . Queue , shutdown_event : threading . Event , stats : 'Estadisticas' , intervalo : tuple [ float , float ] = INTERVALO_CLIENTE , )",137,150
16,3,128,1,20,"run@152-171@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","run","run( self )",152,171
16,1,83,7,16,"__init__@183-198@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","__init__","__init__( self , cocinero_id : int , cola_pendientes : queue . Queue , cola_listos : queue . Queue , shutdown_event : threading . Event , sem_preparacion : threading . Semaphore , stats : 'Estadisticas' , )",183,198
27,6,167,1,33,"run@200-232@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","run","run( self )",200,232
14,1,77,6,14,"__init__@244-257@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","__init__","__init__( self , repartidor_id : int , cola_listos : queue . Queue , shutdown_event : threading . Event , stats : 'Estadisticas' , tiempo_entrega : tuple [ float , float ] = TIEMPO_ENTREGA , )",244,257
24,5,158,1,30,"run@259-288@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","run","run( self )",259,288
10,1,80,1,10,"__init__@297-306@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","__init__","__init__( self )",297,306
3,1,18,1,4,"registrar_generado@308-311@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","registrar_generado","registrar_generado( self )",308,311
3,1,18,1,4,"registrar_descartado@313-316@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","registrar_descartado","registrar_descartado( self )",313,316
12,4,85,2,13,"registrar_entregado@318-330@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","registrar_entregado","registrar_entregado( self , pedido : Pedido )",318,330
6,3,45,3,7,"actualizar_recursos@332-338@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","actualizar_recursos","actualizar_recursos( self , cpu_pct : float , mem_rss_mb : float )",332,338
12,4,124,1,13,"snapshot@340-352@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","snapshot","snapshot( self )",340,352
16,1,97,6,17,"__init__@364-380@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","__init__","__init__( self , cola_pendientes : queue . Queue , cola_listos : queue . Queue , shutdown_event : threading . Event , stats : Estadisticas , intervalo : float = INTERVALO_MONITOR , )",364,380
7,2,52,1,8,"run@382-389@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\Claude_4.6\delivery_system.py","run","run( self )",382,389
