10,1,63,4,12,"__init__@45-56@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","__init__","__init__( self , id_pedido , nombre_plato , tiempo_preparacion_estimado )",45,56
26,6,179,3,34,"cambiar_estado@58-91@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","cambiar_estado","cambiar_estado( self , nuevo_estado , actor_name : str )",58,91
9,1,85,7,9,"__init__@101-109@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","__init__","__init__( self , cliente_id , cola_pendientes : queue . Queue , pedido_factory , shutdown_event : threading . Event , min_interval = 1 . 0 , max_interval = 3 . 0 )",101,109
14,5,132,1,19,"run@111-129@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","run","run( self )",111,129
7,1,67,6,7,"__init__@139-145@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","__init__","__init__( self , cocinero_id , cola_pendientes : queue . Queue , cola_listos : queue . Queue , kitchen_semaphore : threading . Semaphore , shutdown_event : threading . Event )",139,145
26,9,172,1,40,"run@147-186@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","run","run( self )",147,186
9,1,93,8,9,"__init__@196-204@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","__init__","__init__( self , repartidor_id , cola_listos : queue . Queue , metrics : dict , metrics_lock : threading . Lock , shutdown_event : threading . Event , min_delivery = 2 . 0 , max_delivery = 5 . 0 )",196,204
20,7,175,1,29,"run@206-234@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","run","run( self )",206,234
8,1,76,6,8,"__init__@243-250@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","__init__","__init__( self , cola_pendientes : queue . Queue , cola_listos : queue . Queue , threads_list : list , shutdown_event : threading . Event , interval = 2 . 0 )",243,250
23,8,139,1,27,"run@252-278@C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","C:\proyecto_code_ia\metricas_realizadas\Prog-Concurrente\2026-PROGC-Q1-M4\Código\GPT-5 mini\delivery_system.py","run","run( self )",252,278
